"product_id";"product_subcategory_id";"product";"color";"size";"product_line";"class";"style";"product_model_id"
"1";"";"Adjustable Race";"";"";"";"";"";""
"2";"";"Bearing Ball";"";"";"";"";"";""
"3";"";"BB Ball Bearing";"";"";"";"";"";""
"4";"";"Headset Ball Bearings";"";"";"";"";"";""
"316";"";"Blade";"";"";"";"";"";""
"317";"";"LL Crankarm";"Black";"";"";"L ";"";""
"318";"";"ML Crankarm";"Black";"";"";"M ";"";""
"319";"";"HL Crankarm";"Black";"";"";"";"";""
"320";"";"Chainring Bolts";"Silver";"";"";"";"";""
"321";"";"Chainring Nut";"Silver";"";"";"";"";""
"322";"";"Chainring";"Black";"";"";"";"";""
"323";"";"Crown Race";"";"";"";"";"";""
"324";"";"Chain Stays";"";"";"";"";"";""
"325";"";"Decal 1";"";"";"";"";"";""
"326";"";"Decal 2";"";"";"";"";"";""
"327";"";"Down Tube";"";"";"";"";"";""
"328";"";"Mountain End Caps";"";"";"";"";"";""
"329";"";"Road End Caps";"";"";"";"";"";""
"330";"";"Touring End Caps";"";"";"";"";"";""
"331";"";"Fork End";"";"";"";"";"";""
"332";"";"Freewheel";"Silver";"";"";"";"";""
"341";"";"Flat Washer 1";"";"";"";"";"";""
"342";"";"Flat Washer 6";"";"";"";"";"";""
"343";"";"Flat Washer 2";"";"";"";"";"";""
"344";"";"Flat Washer 9";"";"";"";"";"";""
"345";"";"Flat Washer 4";"";"";"";"";"";""
"346";"";"Flat Washer 3";"";"";"";"";"";""
"347";"";"Flat Washer 8";"";"";"";"";"";""
"348";"";"Flat Washer 5";"";"";"";"";"";""
"349";"";"Flat Washer 7";"";"";"";"";"";""
"350";"";"Fork Crown";"";"";"";"";"";""
"351";"";"Front Derailleur Cage";"Silver";"";"";"";"";""
"352";"";"Front Derailleur Linkage";"Silver";"";"";"";"";""
"355";"";"Guide Pulley";"";"";"";"";"";""
"356";"";"LL Grip Tape";"";"";"";"L ";"";""
"357";"";"ML Grip Tape";"";"";"";"M ";"";""
"358";"";"HL Grip Tape";"";"";"";"";"";""
"359";"";"Thin-Jam Hex Nut 9";"";"";"";"";"";""
"360";"";"Thin-Jam Hex Nut 10";"";"";"";"";"";""
"361";"";"Thin-Jam Hex Nut 1";"";"";"";"";"";""
"362";"";"Thin-Jam Hex Nut 2";"";"";"";"";"";""
"363";"";"Thin-Jam Hex Nut 15";"";"";"";"";"";""
"364";"";"Thin-Jam Hex Nut 16";"";"";"";"";"";""
"365";"";"Thin-Jam Hex Nut 5";"";"";"";"";"";""
"366";"";"Thin-Jam Hex Nut 6";"";"";"";"";"";""
"367";"";"Thin-Jam Hex Nut 3";"";"";"";"";"";""
"368";"";"Thin-Jam Hex Nut 4";"";"";"";"";"";""
"369";"";"Thin-Jam Hex Nut 13";"";"";"";"";"";""
"370";"";"Thin-Jam Hex Nut 14";"";"";"";"";"";""
"371";"";"Thin-Jam Hex Nut 7";"";"";"";"";"";""
"372";"";"Thin-Jam Hex Nut 8";"";"";"";"";"";""
"373";"";"Thin-Jam Hex Nut 12";"";"";"";"";"";""
"374";"";"Thin-Jam Hex Nut 11";"";"";"";"";"";""
"375";"";"Hex Nut 5";"";"";"";"";"";""
"376";"";"Hex Nut 6";"";"";"";"";"";""
"377";"";"Hex Nut 16";"";"";"";"";"";""
"378";"";"Hex Nut 17";"";"";"";"";"";""
"379";"";"Hex Nut 7";"";"";"";"";"";""
"380";"";"Hex Nut 8";"";"";"";"";"";""
"381";"";"Hex Nut 9";"";"";"";"";"";""
"382";"";"Hex Nut 22";"";"";"";"";"";""
"383";"";"Hex Nut 23";"";"";"";"";"";""
"384";"";"Hex Nut 12";"";"";"";"";"";""
"385";"";"Hex Nut 13";"";"";"";"";"";""
"386";"";"Hex Nut 1";"";"";"";"";"";""
"387";"";"Hex Nut 10";"";"";"";"";"";""
"388";"";"Hex Nut 11";"";"";"";"";"";""
"389";"";"Hex Nut 2";"";"";"";"";"";""
"390";"";"Hex Nut 20";"";"";"";"";"";""
"391";"";"Hex Nut 21";"";"";"";"";"";""
"392";"";"Hex Nut 3";"";"";"";"";"";""
"393";"";"Hex Nut 14";"";"";"";"";"";""
"394";"";"Hex Nut 15";"";"";"";"";"";""
"395";"";"Hex Nut 4";"";"";"";"";"";""
"396";"";"Hex Nut 18";"";"";"";"";"";""
"397";"";"Hex Nut 19";"";"";"";"";"";""
"398";"";"Handlebar Tube";"";"";"";"";"";""
"399";"";"Head Tube";"";"";"";"";"";""
"400";"";"LL Hub";"";"";"";"L ";"";""
"401";"";"HL Hub";"";"";"";"";"";""
"402";"";"Keyed Washer";"";"";"";"";"";""
"403";"";"External Lock Washer 3";"";"";"";"";"";""
"404";"";"External Lock Washer 4";"";"";"";"";"";""
"405";"";"External Lock Washer 9";"";"";"";"";"";""
"406";"";"External Lock Washer 5";"";"";"";"";"";""
"407";"";"External Lock Washer 7";"";"";"";"";"";""
"408";"";"External Lock Washer 6";"";"";"";"";"";""
"409";"";"External Lock Washer 1";"";"";"";"";"";""
"410";"";"External Lock Washer 8";"";"";"";"";"";""
"411";"";"External Lock Washer 2";"";"";"";"";"";""
"412";"";"Internal Lock Washer 3";"";"";"";"";"";""
"413";"";"Internal Lock Washer 4";"";"";"";"";"";""
"414";"";"Internal Lock Washer 9";"";"";"";"";"";""
"415";"";"Internal Lock Washer 5";"";"";"";"";"";""
"416";"";"Internal Lock Washer 7";"";"";"";"";"";""
"417";"";"Internal Lock Washer 6";"";"";"";"";"";""
"418";"";"Internal Lock Washer 10";"";"";"";"";"";""
"419";"";"Internal Lock Washer 1";"";"";"";"";"";""
"420";"";"Internal Lock Washer 8";"";"";"";"";"";""
"421";"";"Internal Lock Washer 2";"";"";"";"";"";""
"422";"";"Thin-Jam Lock Nut 9";"";"";"";"";"";""
"423";"";"Thin-Jam Lock Nut 10";"";"";"";"";"";""
"424";"";"Thin-Jam Lock Nut 1";"";"";"";"";"";""
"425";"";"Thin-Jam Lock Nut 2";"";"";"";"";"";""
"426";"";"Thin-Jam Lock Nut 15";"";"";"";"";"";""
"427";"";"Thin-Jam Lock Nut 16";"";"";"";"";"";""
"428";"";"Thin-Jam Lock Nut 5";"";"";"";"";"";""
"429";"";"Thin-Jam Lock Nut 6";"";"";"";"";"";""
"430";"";"Thin-Jam Lock Nut 3";"";"";"";"";"";""
"431";"";"Thin-Jam Lock Nut 4";"";"";"";"";"";""
"432";"";"Thin-Jam Lock Nut 13";"";"";"";"";"";""
"433";"";"Thin-Jam Lock Nut 14";"";"";"";"";"";""
"434";"";"Thin-Jam Lock Nut 7";"";"";"";"";"";""
"435";"";"Thin-Jam Lock Nut 8";"";"";"";"";"";""
"436";"";"Thin-Jam Lock Nut 12";"";"";"";"";"";""
"437";"";"Thin-Jam Lock Nut 11";"";"";"";"";"";""
"438";"";"Lock Nut 5";"";"";"";"";"";""
"439";"";"Lock Nut 6";"";"";"";"";"";""
"440";"";"Lock Nut 16";"";"";"";"";"";""
"441";"";"Lock Nut 17";"";"";"";"";"";""
"442";"";"Lock Nut 7";"";"";"";"";"";""
"443";"";"Lock Nut 8";"";"";"";"";"";""
"444";"";"Lock Nut 9";"";"";"";"";"";""
"445";"";"Lock Nut 22";"";"";"";"";"";""
"446";"";"Lock Nut 23";"";"";"";"";"";""
"447";"";"Lock Nut 12";"";"";"";"";"";""
"448";"";"Lock Nut 13";"";"";"";"";"";""
"449";"";"Lock Nut 1";"";"";"";"";"";""
"450";"";"Lock Nut 10";"";"";"";"";"";""
"451";"";"Lock Nut 11";"";"";"";"";"";""
"452";"";"Lock Nut 2";"";"";"";"";"";""
"453";"";"Lock Nut 20";"";"";"";"";"";""
"454";"";"Lock Nut 21";"";"";"";"";"";""
"455";"";"Lock Nut 3";"";"";"";"";"";""
"456";"";"Lock Nut 14";"";"";"";"";"";""
"457";"";"Lock Nut 15";"";"";"";"";"";""
"458";"";"Lock Nut 4";"";"";"";"";"";""
"459";"";"Lock Nut 19";"";"";"";"";"";""
"460";"";"Lock Nut 18";"";"";"";"";"";""
"461";"";"Lock Ring";"Silver";"";"";"";"";""
"462";"";"Lower Head Race";"";"";"";"";"";""
"463";"";"Lock Washer 4";"";"";"";"";"";""
"464";"";"Lock Washer 5";"";"";"";"";"";""
"465";"";"Lock Washer 10";"";"";"";"";"";""
"466";"";"Lock Washer 6";"";"";"";"";"";""
"467";"";"Lock Washer 13";"";"";"";"";"";""
"468";"";"Lock Washer 8";"";"";"";"";"";""
"469";"";"Lock Washer 1";"";"";"";"";"";""
"470";"";"Lock Washer 7";"";"";"";"";"";""
"471";"";"Lock Washer 12";"";"";"";"";"";""
"472";"";"Lock Washer 2";"";"";"";"";"";""
"473";"";"Lock Washer 9";"";"";"";"";"";""
"474";"";"Lock Washer 3";"";"";"";"";"";""
"475";"";"Lock Washer 11";"";"";"";"";"";""
"476";"";"Metal Angle";"";"";"";"";"";""
"477";"";"Metal Bar 1";"";"";"";"";"";""
"478";"";"Metal Bar 2";"";"";"";"";"";""
"479";"";"Metal Plate 2";"";"";"";"";"";""
